Group,ANGPT1,ANGPT2,ANKRD22,BCL6,C1QC,CA4,CALCA,CCL5,CD177,CKAP4,CXCL10,FAS,FLT1,HK3,HP,ICAM1,IL18R1,LAG3,PADI4,PF4,PGLYRP1,S100A12,SLC2A3,TNFAIP6,TNFRSF1B,TREM1
Condition,41.51562284,-3.849865482,50.22582782,2607.191356,-8.850563046,305.8872892,-2.133430355,5705.598159,-5.651310508,583.6404123,77.55483848,38.77576061,-0.405893909,572.6417804,1.171278376,29.94348964,263.3829462,107.9123225,2741.89246,-7.832220914,309.4205684,1491.830823,5147.993248,451.4295928,898.7632547,242.5220743
Condition,141.808753,-4.307992589,53.27517685,5121.47926,-10.0463869,198.6615273,-3.189757563,8868.891907,-3.383390355,827.4212288,82.15682305,32.70501249,-1.136360812,644.077342,25.08551482,24.96707635,258.1101221,143.9879394,2149.922078,-0.064016701,305.8872892,892.1475659,6167.569598,1091.315714,448.510046,110.1555506
Condition,118.4011391,6.749004365,33.42203066,3657.702812,-5.812111371,313.1016074,-8.743532183,6323.994602,0.197190152,563.2944457,78.70661371,50.47957127,-2.198019188,535.3483785,20.04680822,17.40283853,257.2834705,166.6090064,1295.713841,-4.5892,252.8827182,1169.470708,6423.912644,621.9275908,819.3220834,307.7441719
Condition,116.6473777,9.683993909,33.4765069,4647.074115,-2.570678883,239.2032481,-2.335994822,9577.871453,3.97903269,729.8353527,63.69442071,35.89375086,-6.494235025,573.9904267,51.61027086,7.328191574,190.8596384,181.3375148,2691.389193,9.697481827,382.3896897,1183.958529,5370.807019,613.1950729,451.4295928,208.961532
Condition,97.70208721,-1.984568426,80.99066904,4370.118355,-0.764715736,421.7325265,-9.466587513,5973.255038,0.139715635,732.14488,68.13354142,35.98340051,-0.780621421,1006.75734,46.13630995,19.68982558,306.9192485,119.5729363,3491.494699,-1.879696904,934.2437009,2152.657455,6487.066558,716.388507,776.4158864,240.4735741
Condition,11.97641005,6.486776853,66.12224497,7943.583608,6.45439868,415.7507966,5.60754467,4370.118355,50.78816629,1886.712385,215.3885235,34.18302599,4.899131269,2345.149153,292.0974863,102.0580086,365.8067312,264.8059047,3321.533276,-0.856213401,2193.518647,4834.659898,7711.205794,6263.85676,741.9446657,260.4857674
Condition,21.77762518,2.410467817,74.83902396,9881.149949,-6.665987817,443.906536,6.457620609,2785.912223,37.66557563,2199.144394,24.84884904,12.34825076,3.812178274,1583.73622,165.4306919,39.33490508,279.4491798,39.8640103,3032.882747,-5.906456142,1140.420431,7768.093158,10396.39984,3247.523043,995.9312426,212.5132608
Condition,18.92122964,1.131504772,150.3704216,9492.768293,11.40826112,958.8706297,-2.67060264,6131.232079,71.07907959,3284.099725,11.96774741,9.079271066,4.394050254,2136.322261,644.3933031,18.99545655,479.4370019,28.95666589,5657.569403,-3.536440812,2351.44618,8905.983038,7601.559031,1618.978272,643.0822146,314.2800734
Condition,31.71772284,6.401813401,21.99507365,4441.294673,-3.305856548,183.5459578,-21.15650173,6006.362881,10.18957919,1032.438679,26.54526579,15.9499132,2.990030964,1030.315802,164.8651509,44.06516792,295.5102302,55.18047442,2643.16732,-3.004825178,1023.249932,4308.56514,5328.035855,828.8748682,546.4359994,85.8517267
Condition,46.03918508,7.629268122,53.20489898,11277.73589,-3.143029086,238.0162366,-3.493055431,4258.619092,5.265947411,1766.631711,24.18134162,18.09146629,5.242188325,1430.847926,12.23744335,8.064706497,246.4862156,55.87718863,4000.361201,-7.752390558,1277.574886,4116.182452,8192.988395,1632.18367,804.8720467,177.1172147
Condition,33.39055959,0.19644665,328.8259191,10795.9988,83.08431756,424.8642199,-6.177218579,7062.81198,158.942102,1906.05217,281.6407861,32.94332904,-1.472628731,2152.657455,230.0540829,24.94455533,1327.89461,117.8727764,2883.393854,-3.216196497,1192.337268,16627.19444,11168.7253,4462.213548,516.3686871,307.5347617
Condition,53.23237878,-1.313181624,27.46518975,4200.42844,-4.284545228,212.3227012,-6.469527614,6094.517553,8.767570457,553.2002478,26.12322487,14.24274,-6.150846701,693.279591,9.209788223,24.08850589,172.3769971,42.61489909,2527.736228,-5.577683046,397.7372385,2463.269193,4441.294673,769.0675385,408.1465539,191.8033328
Condition,68.80425756,1.009849645,51.27366112,5547.63005,18.69830335,262.7118446,5.625630964,5068.558595,3.415807107,676.1193979,19.24245289,9.080375838,4.000268325,888.2968521,15.78101137,4.970898579,195.8239909,138.6371198,1421.786459,-2.991970863,576.3426277,4738.300152,7493.823045,683.3601103,638.9676646,142.292216
Condition,35.00096528,-3.9507,316.2258385,18026.65836,29.04447107,860.8464938,-8.438276244,6187.289482,180.6009049,1307.725465,76.64962437,41.06647827,-0.412578426,1941.409674,269.5830646,37.67479909,1052.004521,39.37420975,4008.848787,-2.212491371,1535.101045,13978.60455,14776.75385,3012.57289,820.7404951,285.2337838
Condition,62.30471127,-12.90123442,1.058596142,3750.206169,-1.509330254,80.02252924,2.62709198,6226.380017,-0.957798579,675.0993963,23.66097168,13.86571208,4.680371472,1596.540591,8.551772893,12.52521868,311.1132857,239.5736704,2844.980452,-6.730949695,774.6794223,1761.010453,3931.861261,326.4414325,596.701186,109.7903407
Condition,25.28755868,-5.245222944,137.8593413,6343.772663,6.484414112,472.2443804,-4.931141827,6761.244974,0.882174416,1412.804225,24.79486721,24.49997228,1.466332893,1010.057442,165.9476299,54.21477401,634.3467688,56.06605904,3404.197722,-5.259956954,1957.477498,7548.444225,10154.83618,2236.066896,622.5102505,106.8863855
Condition,1946.01788,7.646863553,2.956226091,-3.053993807,-4.841111675,21.43230041,-1.87482731,119.0000565,1.058596142,-4.334423756,-2.812057665,-2.991970863,1.187999289,60.03614264,88.1985,-8.79190934,10.47967046,10.13039249,717.8848842,-5.435865482,22.36253401,56.37142569,7.20315401,9.85858132,6.656556751,-7.106278883
Condition,12.65306695,4.097179898,85.40325888,6466.388417,3.488189442,525.8797575,-10.0981133,4704.7678,14.21532244,1249.662963,6.336477766,11.49628832,-0.785661218,1058.648583,386.5272016,17.09010173,237.2085727,65.4430402,3766.425026,-11.20908772,2952.071895,6167.569598,6382.967939,859.7972918,518.1375485,120.7610952
Condition,7.840450609,-3.310667005,660.2553141,13978.60455,134.032002,1143.839148,-3.07927335,2587.6567,553.940013,3541.036295,225.4056666,48.42638477,5.160916447,6382.967939,1286.135459,2.911078071,1246.569224,27.91445553,5870.746965,-3.643683147,2557.686429,17704.21318,13034.79953,904.8835309,533.6649635,66.78525909
Condition,16.75345929,-6.790169036,216.9453565,22929.00072,13.97816761,1529.306257,4.369259036,3353.653118,99.88040761,3628.849155,1.818487005,28.9502598,-2.344235787,5244.488352,1151.637902,27.36266782,1228.66426,61.01182701,14776.75385,-5.045682741,3583.764946,18927.11087,16179.31064,1147.194264,800.3359549,295.9072858
Condition,32.14728761,-1.143746599,30.95895645,4559.67527,3.173265685,346.2667764,25.23239523,6899.254622,-1.343636244,1100.718282,24.81602355,21.84364426,2.181435533,1527.848065,138.522468,38.62776477,283.5605637,326.1024401,4580.992943,0.839388173,1554.73982,4125.573354,5786.197445,1755.492639,548.1949817,115.3787413
Condition,33.23444487,-5.565400914,23.45312579,4229.450104,6.304388325,132.5025444,-3.270109036,5203.392758,4.302262234,633.1414835,58.85776599,20.27874426,-6.317102132,565.8325374,13.48346386,32.38761604,171.5947903,87.09539574,1536.581804,6.379242284,268.389407,1343.034619,5081.717097,1828.891658,577.6815102,51.73613726
Condition,54.31900812,-8.113329746,132.9563527,2982.207292,-3.012504264,341.8763866,7.413944772,7335.38697,25.04646893,1601.288815,17.78655797,9.780578274,0.080440305,1170.381634,774.6794223,1.679680711,176.0053057,36.87975015,5737.063269,2.009247107,3846.565534,6761.244974,4278.413767,560.4611514,434.2146451,101.7440755
Condition,7.129352183,6.654886193,307.430362,15166.76314,25.98215371,489.9876492,1.873305279,1364.546485,87.79114944,2179.63099,65.66039096,45.47278954,-3.464151269,2130.885224,168.787187,31.79163848,833.3084346,25.85944376,4871.668624,9.352092995,1046.097289,12598.94405,14338.85106,3017.501802,1226.734209,218.3765458
Condition,40.92774416,-3.627926802,66.21050609,13698.06955,8.701646193,959.4842939,-5.725257868,3199.892309,25.10847635,763.6368687,18.65412396,17.46173878,-0.749089848,1738.478234,272.6105196,27.66148152,582.0219907,10.01713929,5705.598159,-1.97254203,1398.810287,7062.81198,11388.92272,1414.119129,1011.434114,373.1947835
Condition,27.78054954,-0.044226802,73.56093005,1253.65278,12.49192142,48.86010305,-4.009059594,6923.423558,13.48698365,617.9967103,161.8830181,15.18466,-0.179155838,713.7715604,333.1004676,20.21783746,163.7452299,120.038494,2527.736228,-3.891273503,1610.843392,3141.853579,2099.634945,436.4296645,313.1016074,36.03727878
Control,93.29739787,-4.120832893,77.76486365,2163.494389,4.231142487,260.8932068,-2.692593858,8253.368902,1.512827005,1138.645126,55.90660995,21.10894183,2.563170355,1021.186505,158.1226812,26.41166091,183.073021,103.489637,3695.630951,-3.678643147,2553.861447,4070.381804,3417.475957,548.6961654,409.3963822,127.2744712
Control,32.38761604,9.992321015,36.00138721,2917.404769,-5.735037005,317.1019585,3.218157259,6131.232079,-0.310956142,796.7342074,159.6372974,16.94819898,8.307879695,784.2618053,37.00220203,20.43045178,372.9271179,106.4032954,1721.889741,1.825044467,247.6482192,2445.782646,4399.342827,677.1165024,646.6560802,178.9941337
Control,83.3381266,-1.840251878,24.53670406,2155.264452,0.372201726,142.6441138,7.714289949,6149.319022,3.817970355,627.3277211,111.2784105,36.58407726,12.96483127,495.3609636,28.33083695,27.14305868,193.502417,112.1578841,1388.827702,1.138090305,345.5225281,1559.324479,4549.017694,597.5437774,459.3107592,117.8051379
Control,71.82119817,3.46983797,165.0990019,3758.496373,-0.655678274,96.67253716,2.964516447,7015.288171,-9.99812802,547.6887901,187.5638718,18.75812447,-4.721909239,516.5887015,32.49505675,25.14199371,207.1154377,76.93675584,1333.633424,2.730080305,243.3631756,1503.290901,3688.067158,1183.958529,442.5008801,153.95636
Control,113.8812582,0.307548325,9.863346497,5753.608036,-5.311894518,152.5466067,7.779598477,3688.067158,9.686168934,677.4805849,40.27291096,10.81383472,-0.049045939,668.5602199,-5.040576751,81.97606234,217.9828332,77.19048102,2966.775553,-9.983794772,403.9645251,3096.53441,5518.198046,964.4331183,693.6318209,230.4769902
Control,116.7776051,1.006733096,78.70661371,4097.393616,0.880491269,304.4495807,-1.979340203,9053.36811,0.995007157,816.0546784,22.61245046,-0.961929239,7.697639391,696.0991179,27.1372734,30.68919685,232.9613281,83.17485025,2520.683094,-0.563264873,407.9826948,2729.094176,4494.970863,786.876587,780.7613965,150.4974876
Control,177.772191,-7.594151574,6.046033807,2878.538012,-1.314846802,240.7724772,1.931143959,7159.165256,-4.176403858,643.4153431,67.32345706,45.06168193,-3.897208731,590.2748429,-1.390626904,28.33083695,179.5080847,78.62311492,1588.538764,-5.239710914,356.6889172,2754.852007,4034.555226,1063.122185,661.9042763,164.2596203
Control,99.88040761,0.448293807,20.95128467,6992.457489,5.092655127,309.0998327,-4.406424569,4750.049822,5.608219492,761.9572195,40.75281563,23.18407756,0.897813096,815.5686381,2.69861533,47.56266,246.8682797,150.9194908,2534.972107,-6.031322538,590.2748429,3621.274838,7683.061743,794.0324666,719.0136327,366.6168922
Control,36.81277076,5.453229949,18.6604134,3124.321583,4.605618325,249.0377599,-3.809252386,5973.255038,-0.285989036,701.2082539,42.94947147,26.77537827,5.503716142,586.1580584,27.07162264,33.6673267,200.7811818,42.98235685,1101.540159,0.57033203,537.9582372,2716.211243,3872.048281,806.7561492,552.936791,194.5239393
Control,52.48136284,-1.349247614,43.18643685,3147.66389,-2.04500731,151.4345548,-5.39555132,6946.047533,6.308133909,605.5619428,57.76280386,7.631133198,4.940006802,455.2652364,54.49562924,22.18789066,147.0752836,124.6369812,2139.066442,6.940037513,524.5205115,2061.553619,4106.312903,1256.624561,534.1382466,150.2434232
Control,58.7456134,5.407986193,44.09844934,5257.565351,-5.266068629,100.9502376,-1.008711523,4907.469481,12.53310294,361.3484703,47.83956264,8.265867513,1.15713269,521.9902391,61.9779334,26.06763695,160.8215282,96.32894223,1152.4406,1.023045584,456.5492186,2084.322179,4106.312903,1202.669452,706.311274,169.3661524
Control,60.55506071,-3.096658579,63.34363289,6149.319022,-0.155892792,209.6354832,-4.508019594,5257.565351,15.60965142,862.4352509,64.94080426,22.37592741,1.001579036,649.1983181,11.9550197,24.03633848,139.4220417,74.77795604,2163.494389,-4.888879239,885.5571717,3259.526669,4980.74015,1017.068868,835.2756126,239.5736704
Control,39.3012868,-2.510545685,19.52738711,2367.248214,-3.733156853,111.371287,10.1920403,5956.050714,7.09490599,623.423593,67.41751371,9.224665584,-1.818108731,562.5090058,5.900138173,17.72724345,292.0974863,132.5758347,1841.226227,-2.379948934,253.0419235,1693.450288,3534.01864,276.4605502,391.2151143,66.3170664
Control,26.14786041,5.432387614,130.5312807,3846.565534,-7.897867919,155.5329015,-3.689621117,11061.71571,-2.378742335,771.1984405,116.7116708,31.96925766,0.418273503,1145.463571,26.04478274,35.02489289,320.6251535,352.6240965,2089.519604,-0.265692589,475.3431056,1897.450203,9053.36811,2022.887927,555.683281,96.02071442
Control,30.30142365,-5.229219898,38.00322893,2386.704292,1.123834416,154.57232,4.300338173,4328.232655,-9.141432183,507.8412556,111.6522722,16.89912,0.55116467,357.2183883,8.98310731,5.351288731,148.3249798,85.31107492,1809.077326,-0.215011218,181.7126592,1163.191554,3334.329311,261.3102543,484.9015679,114.1739415
Control,119.8107766,-3.143029086,13.38672447,4298.747158,0.185250355,121.1303035,-4.815586396,5578.877093,3.909693909,469.7469255,50.22582782,35.91162985,7.487331371,595.2999388,-1.197175228,38.37926508,198.4223051,89.83624183,2032.344767,10.82891107,211.431363,944.2396145,3718.937414,456.0008314,605.5619428,137.1200981
Control,51.13830264,6.292672183,30.17265949,3223.590008,1.074675939,65.02741513,7.852113249,8688.916399,-7.050203249,401.513014,22.80212386,12.82413472,7.454487005,469.5630251,3.460149645,11.40266,120.5555969,66.17513604,1857.370986,-7.634274873,247.7981257,906.5650764,3147.66389,316.6666265,745.6171111,138.1289803
Control,35.35994005,4.899846904,16.35354538,2627.113343,-5.932447614,204.0091177,-7.750878223,5770.093173,0.67444132,626.1320962,52.22855817,13.69032223,4.340757157,794.9176403,16.93740619,28.10525594,296.096876,153.9979962,2046.938028,0.343690254,244.3464519,1681.233435,4528.393931,221.6985748,557.6827756,161.7853232
Control,20.39550944,1.848496853,103.5773465,5921.687591,6.055914213,317.1019585,-2.160803858,5030.818823,5.35201533,809.0772067,16.74042508,17.94070939,7.479425076,1075.869274,125.1678457,30.89455523,257.7001115,63.53762893,3423.865611,-0.374521421,858.2209016,4379.562307,7414.977184,790.9248979,478.4608098,129.9783581
Control,43.91591726,-0.258604264,43.2685597,2561.520055,-8.135833909,49.13210579,-3.634404264,10697.95817,3.954400305,333.5598014,90.76157431,5.711704365,-0.312987919,433.5454561,10.56209381,33.9896265,140.4851981,288.1604843,822.6465349,-3.009612589,190.3122513,1142.979618,4569.783947,892.1475659,638.0419082,89.00548518
Control,96.62165675,-1.61856264,329.516167,8722.53789,6.879371574,912.8141176,0.874729442,5504.059572,11.2965435,2546.255967,37.27918345,23.74063624,3.919179492,1727.314742,382.108722,44.67094142,1456.238376,13.83470315,11388.92272,-0.549020914,2961.780983,10444.85866,8978.561925,2316.950026,967.5606518,292.2969729
Control,63.24930223,-5.064581117,36.91744051,4613.148031,-2.887061624,218.1087437,-9.620210964,7827.73749,-4.81074,701.5607207,92.77867137,20.66668782,5.759889239,782.0380866,15.21025452,32.14728761,267.0194819,115.4759879,1324.534213,8.015404772,181.082197,2419.171541,5175.389503,641.1873445,662.5323792,222.7783865
Control,31.71772284,-5.140333604,42.50088122,3598.617376,2.429070761,233.7961138,1.360855635,7574.852797,11.06573492,822.6465349,49.06550487,29.24000355,-3.501869645,768.6253265,17.12389299,35.84864975,271.1449548,77.16925787,1289.314799,-4.610490254,339.4615781,5216.855258,4968.63214,874.4510529,673.3548654,201.4947492
Condition,15.1141202,-1.66363533,16.03903421,9619.442456,88.34361848,599.8211023,-4.156998477,2481.009748,41.84251736,1318.949211,9.935596751,43.63391239,-2.907400102,1410.237005,151.1315026,11.6584336,399.4006795,45.66351046,2054.332582,-9.754655127,492.0521332,4692.947625,7943.583608,749.2046879,614.082561,273.162554
Condition,54.46446132,9.606638173,45.06168193,4441.294673,3.721665381,351.6192949,0.102850964,9925.032315,7.965981726,803.9385027,59.42765228,33.54206964,-0.921994416,772.0513444,41.73664467,5.096872792,247.6482192,162.9944774,2037.125424,-13.46578396,389.2894509,3235.344594,6674.520342,719.3880127,943.0569535,219.1771829
Condition,76.23087787,10.3428132,202.6900803,4379.562307,25.17382924,1348.327447,-9.395961624,7284.336679,15.75891249,1090.543846,133.9961627,63.60712579,6.318790102,1028.87325,73.07874812,8.039599797,351.1099279,164.4897508,2794.784684,-7.094813198,993.3171617,4238.731474,6263.85676,2094.622104,952.033481,334.6285737
Condition,151.9911431,10.99902467,137.6625397,3205.818877,1.351405482,754.0785191,-5.475863553,2883.393854,13.09377431,783.3753653,57.03716274,8.373357665,5.0449,822.1631342,129.3510938,-1.926585584,560.4611514,90.98686315,2987.243642,-3.075068528,1986.952182,2473.602774,3621.274838,1185.834577,363.9552501,241.6049741
Condition,46.87411645,-1.864550863,302.5995628,3956.676265,32.17749614,387.3732518,-6.478496244,7414.977184,5.834629543,810.0172501,209.9452955,58.62305431,-0.184879898,785.116062,108.4037792,15.26151299,296.5821447,292.7862613,2115.137083,-2.766053401,419.8083071,2527.736228,7284.336679,1486.239823,743.6243707,224.9961861
Condition,83.26985614,7.036281218,319.6167399,3863.208011,66.3170664,1403.958118,0.125804569,3290.038218,13.54679005,1168.597437,185.3039114,51.76130701,2.424237614,980.2709668,344.9058021,2.086073909,351.3587168,151.7753206,3703.420262,-7.352016853,990.6692007,7388.899256,7683.061743,1453.464706,1093.618461,281.1825675
Condition,45.95691462,-2.566336751,134.4468063,2932.508915,0.213474315,75.10805695,-6.847438274,10248.08305,-9.976432995,421.2589924,61.30657117,28.33083695,4.635804162,712.2944339,13.47267411,1.961840711,203.7694941,384.3490759,1510.400221,3.825018376,228.918913,1038.203793,3027.919299,1029.592807,731.7519807,158.256129
Condition,61.99312122,4.573925888,254.244358,6041.435303,6.389679391,194.753344,-2.961758376,2683.029075,9.659492284,918.5683421,72.26555584,58.24420731,0.943852589,998.6604681,61.94336457,29.09162964,200.5978806,54.96733706,3672.930456,-6.303427005,602.6870411,2018.118654,6527.508437,422.8690462,1136.030998,176.5100357
Condition,52.38173929,8.090341421,129.4997231,3974.465199,7.910986904,684.0619087,-10.20065391,4409.897518,10.02065472,940.0798365,130.7140184,83.8806465,11.19033898,716.0019199,132.8388555,-4.582691168,343.8228607,135.4748769,2104.721153,11.69208635,695.3950057,4399.342827,5081.717097,1519.131431,792.7041752,280.1719754
Condition,70.71291675,5.110360711,99.98565614,3956.676265,6.247436853,346.0183499,13.55873056,3750.206169,-8.835411168,1139.545391,74.6538866,34.56974832,-1.154518985,1379.059623,128.9532488,10.76640964,264.0508434,56.90210386,4052.654539,-5.376060102,1559.324479,6527.508437,5753.608036,755.7284489,735.6550171,270.2560936
Condition,82.65270264,4.939295431,183.9183617,6382.967939,45.7121533,798.5397058,2.622134822,5820.61092,5.09949269,1955.115229,27.33950457,41.0346664,1.22653066,1403.958118,392.0920228,15.90763919,545.9397824,60.00441868,3229.372533,9.452222335,2006.042854,4430.839096,9053.36811,901.0186648,845.5943626,444.4324198
Condition,87.40540548,16.97478406,303.9385617,3498.28381,16.19317949,758.2378327,-4.160632183,2883.393854,-8.629473503,1074.363842,268.1297475,101.0654042,15.34907746,693.981767,51.52848569,17.56563766,459.5003617,71.30935096,2650.912761,-3.20518599,575.0080855,4692.947625,7493.823045,1476.440292,704.4579766,437.9760744
Condition,46.51091218,-0.801009036,226.4437909,4219.882983,15.4563536,596.4104149,-4.02089066,5905.079552,17.9958601,1164.954321,162.4368996,116.4836098,3.269526193,982.8383227,215.3885235,18.47534244,437.6306846,4.136918579,2729.094176,-4.341334619,2244.709539,9248.852916,4338.328528,1585.367078,582.8591655,460.277767
Condition,83.77736721,-7.277277766,659.60818,2961.780983,12.67993959,451.056073,-9.760975939,10015.12133,7.258866193,964.4331183,365.1318251,72.89793777,0.162206599,693.279591,151.8615958,1.099382944,234.882645,330.4367475,1971.032778,-3.350252995,860.3269021,3838.465545,4389.326711,1384.015958,758.2378327,153.1231977
Condition,59.63685746,8.493419797,143.1304321,2712.139573,2.125286244,663.8724087,-9.809276954,5443.633221,6.151973706,877.5862821,256.9542374,79.58506051,16.87921848,568.919323,49.57842619,-1.580128325,282.2807723,128.9179375,2006.042854,-2.525755431,385.2044794,3135.710907,4992.979548,1187.694639,886.6698422,313.8482311
Condition,64.48454223,4.327065787,248.8714915,3948.417235,39.25199553,236.7779006,0.663736548,2591.616487,13.20676751,810.0172501,606.1383837,79.87178284,-2.032382386,1335.952378,308.373874,9.904247411,135.7431973,138.0161243,3278.187258,0.527072589,1156.918932,3211.94864,4483.683711,1791.594083,992.6618306,191.8033328
Condition,152.5884141,12.77873868,468.8176848,2238.972878,40.79356173,508.7269609,-0.841782132,4517.272945,4.684262843,544.4744098,292.5828822,3.003404975,7.164621218,1351.314572,56.2983136,67.28720904,172.5264147,5.29716934,1748.019279,1.43804335,1316.798429,2534.972107,2907.835505,2695.685279,123.4072925,74.98636173
Condition,97.13225838,11.14956,213.528293,3643.417495,6.407166497,609.0479678,-13.75256914,5626.118057,-1.325281066,829.8403195,169.6050588,64.21007624,-6.482184162,697.9256887,177.6225285,5.592335533,420.7648852,111.5238191,2610.829517,10.61375695,690.4810979,3830.594199,5342.607519,1438.747891,803.9385027,182.0260653
Condition,19.41564924,10.39649848,66.78525909,2193.518647,-2.999487107,464.2163863,-3.08418599,12057.99248,15.94507107,714.1468758,72.0284265,48.53882548,-7.08114264,424.8642199,65.6431665,6.922256954,412.5508455,1010.716501,2790.461167,2.358278579,661.2432838,2595.395666,5175.389503,1344.236428,434.0532886,176.4070599
Condition,102.965178,0.321559797,126.444309,5887.842917,24.95665513,395.8036641,-5.592650558,3129.814969,15.03995127,1332.475045,65.6949735,30.76178051,-6.394474416,1012.170091,248.0247036,18.16354467,262.2957783,42.09582954,4810.646782,1.583840812,1210.37627,4210.220899,5068.558595,620.1124843,870.2622448,146.5799412
Condition,64.55525797,0.40384,376.246431,3897.934207,0.999937157,432.3302455,-8.695934822,5578.877093,3.753503858,886.1222612,303.222447,63.89675492,5.632821117,753.6794395,48.99050396,17.77236183,377.087499,93.47293868,1959.77668,-1.338872183,390.7659259,2008.533394,5641.735966,1135.144086,1035.331016,222.44408
Condition,42.21570091,-2.663130457,137.8593413,7601.559031,23.68766447,667.2004422,24.92394355,2298.507507,-10.19119675,1601.288815,69.51540071,41.38524061,8.976985279,1973.356142,299.9594378,9.322577259,289.6938546,33.93076091,5705.598159,-12.25026721,1452.096285,4528.393931,-17.16412274,1168.597437,710.066637,368.7435972
Condition,45.53199766,-2.588945787,146.5392639,5121.47926,3.491172081,562.2414558,-15.33817127,11061.71571,-3.430755228,997.2821337,57.28302254,40.22938406,-0.672758782,918.5683421,57.81053391,6.421756447,329.4015671,278.4458842,2655.042844,-4.825233807,617.3764257,3774.008188,6094.517553,674.0408363,745.212456,155.4432899
Condition,71.23250995,13.45484843,52.0503864,5938.835115,1.14968335,958.2252885,-4.064156447,4008.848787,23.33700751,1039.610277,106.6738076,88.31650467,2.564318579,792.7041752,26.78790102,14.70509949,366.0704627,91.01235076,2268.554966,-5.974396447,960.7195407,4932.375195,10903.56778,1050.496127,953.8420018,282.0090366
Condition,105.2119006,2.702572792,84.77545005,3814.551927,6.827500508,302.2957591,-9.851106041,7768.093158,8.496512284,881.2706435,58.44881513,43.14476264,15.56325005,1585.367078,23.33217431,22.47898193,242.816802,123.0863947,2428.915961,-4.964658883,912.8141176,2115.137083,5518.198046,2253.59481,312.570371,195.3761451
Condition,87.74442904,-1.158638376,310.4793957,3650.608849,10.44713797,696.4615285,2.020399594,6112.112275,11.51621431,893.2135564,210.3787053,105.2720664,3.980787005,645.6910715,175.1385718,-7.308865787,1023.249932,80.61737848,2301.526565,-2.165571878,692.2254596,2946.96374,5610.13324,2524.199564,706.311274,346.8800762
Condition,80.39499015,-5.645917157,436.9632374,4517.272945,25.84879756,150.8754309,0.624027005,6006.362881,9.23962934,637.4514783,366.3359353,48.1706732,-6.507768426,1277.574886,52.39628569,2.472477259,241.6844,149.9458405,2130.885224,-4.238667817,562.0048058,3096.53441,3366.393285,1286.135459,779.0184579,171.5004758
Condition,32.36329299,-0.362305025,249.981718,4549.017694,48.99050396,622.5102505,-5.868821624,7284.336679,43.63391239,1897.450203,195.7711863,33.08886822,5.09132203,2627.113343,1084.217257,10.54037157,667.2004422,122.5042514,6403.909575,-17.53217777,2643.16732,8688.916399,6059.412876,613.7834499,980.2709668,95.47441766
Condition,68.87799178,3.599754619,158.942102,3991.78505,2.222293604,408.1465539,-14.22944345,5786.197445,-2.975894112,798.9890068,137.6434477,50.18761239,-11.97361624,618.9082112,43.72384904,8.192277462,295.8086463,109.0196229,2174.181503,-0.087988325,355.4012121,2112.513282,5081.717097,726.7109736,871.8162532,238.9055848
Control,114.4316844,1.486910761,27.11910934,2389.847371,-3.067675431,403.4975308,-8.860792335,4956.159022,-1.005664721,701.2082539,67.48978924,41.67256843,-6.916062437,644.077342,52.18733858,4.568737665,253.4573425,159.7245262,2006.042854,-8.156559289,280.0747523,2534.972107,4210.220899,600.1108046,837.2197901,198.8974191
Control,56.47899563,0.164292081,184.2389815,3672.930456,3.396081827,221.503719,-8.310832995,5921.687591,12.61499614,509.1626894,145.2163075,36.62445548,8.45103198,606.4117873,40.87655188,26.99079939,219.9070745,145.6302319,1104.799602,-2.963647107,615.582036,1381.507623,4847.052735,1633.790935,956.9911455,192.9394604
Control,138.3631246,3.666133807,44.72967381,4229.450104,2.169372995,423.8776458,8.379087614,8095.573128,1.916365076,897.0944408,55.74248843,14.67163655,-10.93619513,1225.773175,27.56085797,24.83185218,221.901453,75.54429046,2534.972107,-4.685675127,830.3068846,1311.070309,4956.159022,848.0846893,182.2878144,138.6748775
Control,142.1716234,1.088326294,62.40861665,3672.930456,-7.78826335,667.8761512,-1.369668832,5673.21718,1.035846701,741.9446657,64.78082528,48.95335157,-0.147747107,604.9833897,16.42817208,-3.297517665,289.5103496,60.00441868,2310.542582,-7.598936447,472.4292884,2662.909606,6969.138832,1124.317831,859.7972918,332.2834884
Control,54.92310426,7.882952792,29.62557716,3643.417495,4.067280102,165.1948165,1.689818579,8095.573128,3.671594213,703.0083239,43.64519391,41.33536193,8.053540914,585.5978369,18.61361543,9.950512081,194.1749436,135.5501106,1705.830809,-7.710822843,183.9183617,1595.00656,3830.594199,1002.043675,583.6404123,212.1979724
Control,78.12715746,11.4243533,18.62757868,4738.300152,-2.35478,291.7178983,2.90071401,7493.823045,4.698824061,798.0969082,28.51434782,45.20300701,2.464107614,667.2004422,27.27464964,17.51823706,300.2649884,129.6460058,2456.370418,1.765381827,375.0020482,1480.602768,5626.118057,897.6494842,885.0101298,226.0269064
Control,96.96797117,3.573855431,84.61385117,4810.646782,3.819950761,481.85972,-1.626005787,5905.079552,5.366935736,972.6543089,77.44709878,51.84493746,-0.636810051,915.0947298,43.72384904,11.08921888,306.8167814,89.5395935,2781.396436,-0.901613604,472.2443804,2163.494389,6245.513337,891.0547825,1081.849312,467.6530625
