Group,ANGPT2,CA4,CALCA,PADI4,SLC2A3,TNFAIP6
Condition,3.424112183,231.5436801,-7.004369848,2513.631468,3711.302518,808.6221061
Condition,3.208261726,707.8012451,-10.92583787,3688.067158,6738.604326,1137.794336
Condition,8.790941218,993.6423208,0.616720305,5532.902987,13226.81624,1679.428369
Condition,9.747790761,86.63719289,-4.919708832,898.7632547,3889.168356,670.2609228
Condition,2.853004061,106.3747468,-1.827653807,2277.331287,2572.694842,89.56303239
Condition,9.467045584,506.3163463,3.812828325,1704.121871,5189.57058,1188.626719
Condition,6.358391675,633.1414835,-8.689872487,3965.376296,5938.835115,643.4153431
Condition,-5.084058782,465.9248303,-12.34632457,2873.492615,4613.148031,487.1255826
Condition,9.27434,312.570371,-5.048067766,2912.621083,4797.749196,654.7050425
Condition,8.86581198,282.0090366,-1.406810964,2059.194692,5068.558595,252.6603743
Condition,-1.415755838,465.1597836,-7.471968426,3457.851365,5610.13324,734.872948
Condition,-4.304833503,463.8367648,-0.223173807,3241.593056,9053.36811,1452.096285
Condition,2.465875127,331.4768358,-8.04209401,3991.78505,5018.075422,542.031418
Condition,-6.002736244,773.8201426,-3.76118264,3444.021229,4907.469481,635.275466
Condition,6.119625482,91.18944731,5.773521218,1500.402892,3223.590008,659.60818
Condition,-1.894511168,789.1299038,-0.615385482,3450.783636,7109.965157,1052.004521
Condition,4.337519086,440.9447883,-5.02622203,2064.034609,6303.400238,3519.841405
Condition,-0.237830863,1359.693931,-0.917245178,3583.764946,7360.741436,954.4761324
Condition,3.763023249,726.7109736,-12.22065736,3118.631105,7520.159141,894.3157799
Condition,2.299678173,569.7073114,-0.945515838,2553.861447,5803.369362,1246.569224
Condition,3.614810964,489.3633867,4.632154365,2386.704292,5838.031868,644.3933031
Condition,-5.722754264,1124.317831,0.580662335,2646.994398,6674.520342,600.977712
Condition,0.429062843,725.1237457,1.481830406,2049.371116,5231.263847,798.5397058
Condition,-5.446041218,1063.122185,4.064107513,3241.593056,6282.76466,456.5492186
Condition,1.115661726,943.0569535,3.860451777,3037.990559,7133.716777,627.6422946
Condition,-0.816436142,785.116062,-9.079079797,2357.541355,7973.223872,1217.904014
Condition,-3.172169137,1033.872238,-11.70968244,3905.974297,7234.878869,493.4877386
Condition,-2.395771472,1556.286348,10.21878772,3931.861261,7574.852797,717.498216
Condition,41.18166091,692.2254596,4.347350254,475.3431056,4483.683711,554.1776797
Condition,1.386440305,968.183829,-3.463860051,3555.232085,7015.288171,1006.047075
Condition,-0.110489239,717.1262511,-0.307889239,3643.417495,8126.963338,758.6348405
Condition,-2.201388832,583.6404123,-3.654526447,2435.623334,4847.052735,434.7408334
Condition,3.461480203,524.7409426,-1.253239797,2425.707041,5518.198046,413.5009087
Condition,34.70831635,5.783866904,420.1229559,324.4038747,5518.198046,4.51903198
Condition,3.481489442,881.8145356,-3.637204264,3491.494699,7015.288171,606.7067965
Condition,-3.799456548,1335.952378,-3.272811777,3085.647006,8449.865091,1197.008651
Condition,7.486455228,937.7374891,-6.107630761,3711.302518,8065.724315,807.6844189
Condition,-0.193189949,927.8041693,2.580901066,2662.909606,9408.382915,455.2652364
Condition,2.259269746,1041.083553,0.974073807,3750.206169,8222.928116,588.8884422
Condition,-7.297228325,1147.194264,1.925176447,3606.024953,9449.00155,1031.728179
Condition,1.123086294,796.7342074,5.204751371,3032.882747,6006.362881,742.7888288
Condition,1.542203858,533.9078793,-5.517555533,2595.395666,4956.159022,630.1189221
Condition,2.480024467,314.8116645,8.420561218,2422.451503,4430.839096,524.0622095
Condition,-8.448358934,587.5168999,3.264159898,2643.16732,5594.531696,901.0186648
Condition,-5.175453807,1117.741002,1.812356142,3534.01864,6527.508437,776.4158864
Control,-4.824541421,903.1944153,-4.65919269,2922.408886,6282.76466,911.122231
Control,4.813625685,208.1577884,-2.971509137,1932.453971,5056.154516,548.9343073
Control,3.229624264,689.3780594,-3.693806497,3259.526669,4692.947625,1560.828322
Control,-1.11383797,614.082561,-9.450492893,2607.191356,4859.936657,610.5053237
Control,5.817409797,317.6416635,-2.423552487,2130.885224,3782.052731,390.1735296
Control,7.80992,487.3304507,4.854778274,1718.197225,6112.112275,1224.778204
Control,3.104411269,244.5811038,-7.149880152,1535.101045,3583.764946,1168.597437
Control,3.540841929,806.7561492,-5.140333604,3576.952052,6946.047533,531.0312986
Control,-1.454842132,283.4633897,-4.332098883,1473.753741,3974.465199,271.5866188
Control,-3.280982843,633.1414835,-1.888318426,2754.852007,5018.075422,669.2428555
Control,1.108349645,997.2821337,-0.361600203,4738.300152,8722.53789,804.4234735
Control,0.032759594,783.3753653,-9.389972183,2897.960096,7439.621599,552.936791
Control,7.236375228,601.2554648,1.494158173,3302.464612,5231.263847,723.5802752
Control,9.782873706,350.7381486,-0.418051371,2357.541355,3905.974297,629.1776059
Control,1.502849949,346.5197025,3.895078782,1647.100907,4328.232655,1257.724724
Control,1.354502234,320.0028659,1.354502234,2368.880704,5594.531696,994.9514038
Control,-1.055668579,174.5533378,0.229068934,2217.227038,5525.550516,334.6847928
Control,-0.879219492,292.3902578,-0.879219492,1803.372945,5108.518502,1759.152915
Control,4.210441066,170.0131885,-2.656130964,1295.713841,4895.365055,1466.361197
Control,4.14968802,114.3328038,-2.607880203,1750.850578,3846.565534,412.5508455
Condition,2.338003096,357.6004808,-1.224487513,1805.208475,4181.662528,576.6209532
Condition,-5.019635838,147.5709955,-12.09175137,2247.615718,5356.590077,1143.409383
Condition,-4.63054269,171.1169474,4.633562183,1986.952182,4895.365055,1321.170769
Condition,-3.091958782,376.9498103,3.948062843,2856.772453,5887.842917,2593.506077
Condition,-4.36217731,392.0920228,-13.10573355,3991.78505,5018.075422,747.7945989
Condition,-5.470943909,108.0650532,-2.202502335,2089.519604,4681.873625,1217.416327
Condition,2.491123655,470.3369821,-4.099051878,2922.408886,4670.227465,1048.288251
Condition,1.704190051,233.5253699,4.841055838,1921.389938,4762.178697,936.8574254
Condition,-4.10448934,150.1984522,3.167140609,2439.014176,4162.972122,873.8828044
Condition,5.254977766,380.7809709,-5.973607817,3636.08867,5356.590077,1732.787111
Condition,-4.35939797,559.9520089,-10.44834508,3460.939358,8319.53322,780.1035532
Condition,-2.359911066,701.2082539,-14.73309904,2799.252445,4980.74015,899.3344292
Condition,2.675308782,382.0394225,-4.757936244,2666.994968,7414.977184,1234.062571
Condition,1.588273706,352.068446,-12.68269279,3366.393285,6363.191376,1233.037805
Condition,0.047280761,411.127612,-8.76907533,2987.243642,8515.616422,1479.225208
Condition,-4.110889036,261.1027735,1.517449746,3107.548592,6131.232079,1170.811605
Condition,-0.650109746,143.1907383,-2.803939949,1363.947961,3703.420262,549.4368805
Condition,1.371432183,565.342997,-0.559089898,4219.882983,8034.256175,752.6343392
Condition,-4.98617401,395.3565102,8.624098477,3404.197722,4359.815261,782.6972267
Condition,6.460760914,261.6068056,-11.1854735,2854.475583,5770.093173,1557.755394
Condition,2.62343269,552.4299885,1.472947665,1948.288387,6696.37267,1803.372945
Condition,0.009510761,242.4065246,-13.19808152,2864.104823,5753.608036,591.0859659
Control,-0.948726802,344.5436588,5.122142335,1789.546745,8416.060348,1313.334234
Control,6.814834416,450.3343773,-6.014513096,1826.837451,5356.590077,322.4065997
Control,7.450020203,367.8156725,-4.760845787,1789.546745,9534.565359,2932.508915
Control,16.21278843,151.9063049,-7.301098477,1419.232168,5956.050714,1008.761405
Control,10.14115472,460.6548696,-1.558422234,2182.371818,8515.616422,1899.55436
Control,1.291904569,683.3601103,0.236967411,3107.548592,6808.036432,786.0012066
Control,6.789287411,385.4926286,-10.17860294,2120.367714,7159.165256,1192.337268
Control,2.188075584,112.8909227,-3.421565888,819.8050708,6382.967939,2259.808991
Control,-2.348229746,325.194892,-9.207226091,1930.2502,6263.85676,660.2553141
Control,1.647607005,314.2800734,-3.554354619,1807.190671,6466.388417,766.0961191
Control,-2.122319492,318.6206139,-7.014126904,1732.787111,8065.724315,1461.575484
Control,1.971496294,382.6746294,5.725399492,2128.281037,6632.121448,1598.128397
Condition,4.51157736,5094.821253,-3.838265482,8654.260945,16453.23317,10849.06011
Condition,8.343891066,5121.47926,-9.900996548,8192.988395,18463.28044,3822.245595
Condition,-1.866135228,891.6201174,3.009812284,4097.393616,12295.53479,3141.853579
Condition,-7.169190457,2513.631468,-14.65122508,8034.256175,15488.4077,7184.468012
Condition,-0.179718274,3241.593056,-4.024369949,4181.662528,16360.59876,7439.621599
Condition,-2.452079594,7973.223872,-1.196484721,11886.33926,17810.12964,10903.56778
Condition,-1.191066396,3718.937414,1.042399391,6876.261714,15654.97288,6466.388417
Condition,-5.721814416,2250.698709,-7.348347005,2966.775553,20837.51746,8761.336727
Condition,5.484250051,1577.63235,-6.526364569,7209.389901,8654.260945,2076.724479
Condition,-0.602997665,1029.592807,-1.397916447,7133.716777,12598.94405,4409.897518
Condition,3.538178782,2638.92743,-8.893263553,7184.468012,20305.64325,6187.289482
Condition,-2.95796731,3102.078102,-12.54764,6969.138832,17104.08726,12174.93832
Condition,-4.178293706,3555.232085,-4.728150558,8416.060348,16179.31064,8905.983038
Condition,-4.739025076,2360.783217,-9.222594721,7062.81198,17004.23069,7086.48687
Condition,-3.731470863,2419.171541,-0.485094924,6343.772663,21102.82399,12114.82232
Condition,-5.327553401,3372.636582,-0.571712893,9208.958556,21528.02338,8352.450448
Condition,0.259396041,2241.705605,-5.500573503,7574.852797,18694.34017,10107.19199
Condition,2.758557919,5838.031868,-1.461397919,10248.08305,20837.51746,5018.075422
Condition,0.680139594,4591.549569,-4.361874924,7038.747988,17599.81537,8034.256175
Condition,3.248864467,598.0912705,-6.279991574,1255.558249,8034.256175,5518.198046
Condition,7.563515939,1533.611094,-4.740231777,5905.079552,18927.11087,2572.694842
Condition,-2.689701218,1078.137332,-2.105851472,5563.158693,15907.7689,4980.74015
Condition,1.370962944,1893.178076,-9.076432995,8550.803852,17704.21318,9449.00155
Condition,0.370314518,2212.968978,-0.327317563,5803.369362,16910.96161,13226.81624
Condition,4.633253096,3012.57289,11.93718305,3766.425026,14849.85103,3880.678325
Condition,0.07992934,909.9704764,-15.66390041,4441.294673,14268.35302,2097.09155
Condition,10.30593848,5428.766702,-1.499375127,8352.450448,18348.53096,2481.009748
Condition,12.45094142,4238.731474,-10.20759168,12783.31675,16179.31064,5081.717097
Condition,16.2847633,3321.533276,-0.932359391,12536.47882,17300.58663,19662.8748
Condition,0.599995127,3199.892309,-7.816152893,4288.425033,16267.48102,10248.08305
Condition,-13.20271046,6466.388417,-13.08159787,13096.36141,19045.22021,3974.465199
Condition,3.933451168,2623.022874,3.385210457,8192.988395,21528.02338,7062.81198
Condition,3.665456345,5300.208596,-12.76564051,10061.38173,22595.21287,6131.232079
Condition,1.618450254,254.087023,-4.742246091,1617.346218,6653.641877,1245.581815
Condition,-2.566944772,637.4514783,-10.20252589,4026.139556,8618.42373,1622.199916
Condition,3.137350051,52.87160711,0.78579066,290.9400975,3423.865611,1173.071249
Condition,0.71307198,193.8982109,-3.534777766,2572.694842,5108.518502,725.502291
Condition,3.862283756,37.12357898,-6.173372386,342.1233756,2386.704292,221.3689149
Condition,2.778998782,127.5550707,-5.731423756,1831.001907,3806.081957,900.4507954
Condition,-4.09192467,244.4994125,-7.885184162,1689.870462,8095.573128,2897.960096
Condition,4.05853198,46.60869036,-9.107126802,1453.464706,1959.77668,167.1345488
Condition,2.650594619,79.63126467,-11.37445919,971.3531301,4116.182452,510.2722505
Condition,-0.174565076,147.5709955,1.597904873,1617.346218,5887.842917,1162.272982
Condition,-8.186656548,93.13714832,-1.513375533,1855.357228,3091.131027,1052.004521
Condition,0.284181827,95.95266487,-9.725249442,1390.021352,3940.36097,227.6660344
Condition,1.38386132,82.9035464,-0.277679391,905.4444905,4980.74015,2102.123288
Condition,-1.522672792,23.5743732,-0.835944975,803.4717845,2576.405431,387.6657698
Condition,2.233501371,984.1364894,-3.648118985,5458.714919,14928.88487,2013.377256
Condition,-1.881994619,284.3014153,-2.498700305,780.7613965,7439.621599,1222.817205
Condition,-2.692892081,255.8449049,-11.54430629,2481.009748,4000.361201,1865.688056
Condition,5.973192081,31.50414305,6.846494416,1127.608844,3750.206169,230.8284737
Condition,6.108160711,49.24907137,-8.274071066,1100.718282,3417.475957,447.971568
Condition,-4.345948426,130.1240745,-1.570694721,1888.894032,3734.375845,976.4311112
Condition,4.103125076,80.87961797,-7.172766497,1392.557939,4162.972122,381.1241753
Condition,-0.708924467,976.4311112,-8.979153401,6263.85676,14268.35302,2396.319397
Condition,-0.703755635,235.7502264,-0.505248528,1994.205324,4681.873625,608.4741798
Condition,-1.317036548,252.4144271,-6.394474416,1425.561141,5473.612377,1565.437069
Condition,-0.91226802,701.5607207,-13.3256201,1660.516984,9017.555359,973.2836455
Condition,-0.444414315,450.8690912,0.074236751,1785.756102,13909.42227,4034.555226
Condition,1.010400102,119.1063416,-6.405570558,1577.63235,5175.389503,3391.242889
Control,1.69922802,111.0914186,-1.464608426,654.7050425,3491.494699,1259.790371
Control,2.831573299,72.4258134,-7.754560914,961.989525,2897.960096,249.1177086
Control,0.435930051,36.31677898,-3.422207919,919.6993861,2179.63099,196.042986
Control,-3.581307208,122.1928622,-16.30373939,1343.034619,3417.475957,428.0608499
Control,-4.400463756,80.63771188,-4.178591066,1247.628768,3054.017798,171.5004758
Control,4.308789645,155.3985615,-10.12067523,1259.790371,3278.187258,544.4744098
Control,-3.791604873,72.99651878,1.364895431,537.2405034,2442.326917,415.1065472
Control,1.196388528,70.90444985,-3.393203655,1049.744028,2646.994398,197.7180141
Control,4.218695025,94.10074832,-5.101952284,1143.839148,3498.28381,208.4610662
Control,2.12092934,80.87961797,4.217401015,1257.724724,3096.53441,267.533797
Control,-0.037000609,61.99312122,-7.615452589,1170.381634,2046.938028,188.3760464
Control,7.428662843,143.5367083,-6.487776954,851.1117228,3327.83378,338.8786524
Control,-4.476689645,35.71719706,-4.7249,1066.076943,2289.325996,129.0649522
Control,5.992317056,91.63973736,3.282463046,1118.567138,3410.630305,341.2761128
Condition,5.004801929,209.0839638,-0.812551269,1980.169142,8416.060348,1506.106506
Condition,3.170146396,298.8586776,-1.448393807,2712.139573,4859.936657,729.0483805
Condition,2.38597665,60.00441868,-8.108695635,1024.635153,1484.843424,406.8870647
Condition,6.124548426,136.9997174,-2.342433096,1625.576784,3555.232085,671.6345021
Condition,5.685778274,57.55951218,-6.249559391,952.6177016,2763.620339,509.3712359
Condition,7.263289848,30.98151817,-1.667235838,634.6651667,2821.834763,326.2102479
Condition,1.545411371,98.0057068,-2.608876548,1408.937071,4097.393616,633.4446719
Condition,2.088232234,43.49688883,-6.465771066,806.2814714,2442.326917,93.36990437
Condition,8.749003756,97.43593513,-1.681196041,1282.880213,3391.242889,359.8091049
Condition,-1.024396142,242.5220743,-2.635331777,1845.260105,9170.472434,1908.328403
Condition,2.488097766,77.90938934,-8.450988325,922.0661591,2634.974855,458.0197133
Condition,3.495387513,331.016439,-4.534381218,1303.379982,4106.312903,637.7482352
Condition,1.629912081,120.7277501,-1.019962132,1311.070309,2878.538012,1292.422446
Condition,-1.510900711,404.7303283,-4.410216091,1882.394043,4430.839096,454.1605295
Condition,3.058987208,44.56696406,-10.05310711,619.2132713,2348.347979,170.084337
Condition,8.085479391,103.5773465,-5.435865482,952.6177016,2808.205552,172.5746062
Condition,2.346805787,135.283568,-2.122319492,1015.650044,2927.532837,391.3583676
Condition,5.617792183,373.0583631,-3.100061675,1783.805938,5370.807019,1522.034044
Condition,3.090658173,423.2104168,-11.42002406,3889.168356,3548.239531,499.8287779
Condition,1.849863553,152.6750331,-5.931706904,1306.641195,3124.321583,708.9289602
Condition,-1.723786091,273.0594083,-15.57159269,3327.83378,3814.551927,294.2350549
Condition,11.94458284,71.9150532,0.410968426,1156.918932,2104.721153,248.3337663
Condition,4.034304365,1097.550001,-6.722450254,4943.935981,4430.839096,243.7354313
Condition,6.416775127,131.7965418,-9.508494162,916.8036556,4559.67527,426.8867502
Condition,-0.509750558,747.1881069,-6.784870863,2244.709539,5689.084826,1123.532445
Condition,2.898865381,967.5606518,-5.051112792,1809.077326,4348.831748,1222.817205
Condition,5.713978071,369.1449157,-10.02292843,1984.735615,5216.855258,1124.317831
Condition,-5.291911218,164.3049805,-9.005793299,960.7195407,3141.853579,766.9300169
Condition,2.096,289.0214317,-5.176718985,1711.180135,4008.848787,447.6200955
Condition,-4.484696954,742.3267061,-7.527589594,5489.025422,6717.731333,284.5838818
Condition,4.253180406,387.9648897,-9.408476041,1795.532642,5854.158568,645.3598878
Condition,2.706749137,316.988969,-5.238709949,2561.520055,5231.263847,201.0237974
Condition,0.827386904,440.7737532,-7.040531371,2037.125424,3846.565534,100.9820224
Condition,-7.018291168,121.9802989,0.720350863,1242.538324,3423.865611,1224.778204
Condition,5.389825482,201.6739675,-9.100496751,1255.558249,2799.252445,774.2493677
Condition,5.133255228,863.9880777,4.339513706,3444.021229,10154.83618,451.4295928
Condition,-3.130245888,128.8475385,-12.28783147,685.1100324,2304.495281,1072.087047
Condition,1.322697462,108.3058913,-12.5365134,1314.431868,3650.608849,452.3260524
Condition,-0.169171117,208.5839673,0.09433868,1049.019928,3742.180729,483.8653511
Condition,-3.513444416,74.32748457,1.913316751,1059.405538,2603.286279,1580.671737
Condition,0.118211269,87.64888934,-1.674162538,1893.178076,4727.139977,623.423593
Condition,-4.541581421,142.3714827,-8.365884061,1034.597841,3711.302518,477.0821387
Condition,0.097118832,420.7648852,-3.608634822,4134.868184,5626.118057,390.4649804
Condition,-5.559423553,190.6396485,0.392214416,1117.741002,4238.731474,3855.046953
Condition,-3.986908477,244.6581989,-5.037777056,1293.509365,2607.191356,1236.566116
Condition,-5.544572081,219.5727055,-1.672835076,2587.6567,3822.245595,1248.647329
Condition,0.23115665,63.65983655,-4.655215635,684.7504382,3457.851365,389.5866284
Condition,-9.768146294,512.0417251,-5.940075939,5285.950044,4219.882983,334.741012
Condition,1.127397766,227.2518736,-9.018927513,1012.855734,6403.909575,3278.187258
Condition,0.644294619,244.732467,-6.653271574,1278.640432,4338.328528,725.9212355
Condition,-2.884817868,49.23495878,-2.863471472,606.4117873,1984.735615,289.9692418
Condition,-3.773456751,100.6689524,-6.797685381,1281.822212,3284.099725,279.8000841
Condition,0.048597056,1010.716501,-9.406898274,1702.264612,4162.972122,154.4405162
Condition,9.670705178,371.2895929,-4.417244264,3672.930456,4389.326711,407.8259386
Condition,-5.942369746,212.9591318,-13.0447067,1103.929005,4258.619092,373.3273786
Condition,-2.021564365,117.9067288,1.131504772,1125.993447,3657.702812,245.7981815
Condition,0.685704975,156.1635969,0.398183147,1727.314742,3211.94864,141.3654613
Condition,-7.332202234,338.6318012,-4.989404365,2550.042821,3391.242889,347.7425441
Condition,6.986913807,274.6610903,-9.455258883,3718.937414,3359.897131,355.9214698
Condition,-0.608821218,160.777485,-5.806511066,1888.894032,3205.818877,924.9113834
Condition,-1.545580812,90.7874336,-4.649278071,954.4761324,2992.433134,417.3576447
Condition,1.696681827,72.59887766,-1.772324467,752.8411647,3423.865611,408.465945
Condition,1.56903797,18.44101239,-3.71025335,727.8490905,2576.405431,514.753942
Condition,2.431004569,70.69426386,-15.70739939,984.1364894,3211.94864,604.1158363
Condition,-1.732415533,133.7764208,-12.21195777,1793.600714,3450.783636,624.5920615
Condition,5.594506802,36.19818294,2.46863868,732.14488,3271.909655,1779.953246
Condition,-2.45280401,70.59719614,-2.810523147,1744.148464,3012.57289,425.7106903
Condition,-0.30709599,64.51983086,-6.334756041,1948.288387,2510.080593,94.23459584
Condition,-1.366121117,109.7595848,-2.193632792,1579.06129,4505.99578,469.7469255
Condition,3.615823299,46.84951157,-3.957747208,937.1562183,2310.542582,82.74448183
Control,1.69922802,111.0914186,-1.464608426,654.7050425,3491.494699,1259.790371
Control,2.831258122,72.4258134,-7.754560914,961.989525,2897.960096,249.1177086
Control,0.435653198,36.31677898,-3.422207919,919.6993861,2179.63099,196.042986
Control,-3.580432487,122.1928622,-16.30373939,1343.034619,3417.475957,428.0608499
Control,-4.400177766,80.63771188,-4.178591066,1247.628768,3054.017798,171.5004758
Control,4.308789645,155.3985615,-10.12067523,1259.790371,3278.187258,544.4744098
Control,-3.791604873,72.99651878,1.364895431,537.2405034,2442.326917,415.1065472
Control,1.196388528,70.90444985,-3.393203655,1049.744028,2646.994398,197.7180141
Control,4.218695025,94.10074832,-5.101952284,1143.839148,3498.28381,208.4610662
Control,2.12092934,80.87961797,4.217401015,1257.724724,3096.53441,267.533797
Control,-0.037000609,61.99312122,-7.615452589,1170.381634,2046.938028,188.3760464
Control,7.428662843,143.5367083,-6.487776954,851.1117228,3327.83378,338.8786524
Control,-4.476689645,35.71719706,-4.7249,1066.076943,2289.325996,129.0649522
Control,5.992317056,91.63973736,3.282463046,1118.567138,3410.630305,341.2761128
Control,-2.755290558,383.8064062,-5.803996041,3665.163483,8253.368902,834.285601
Control,3.432092792,341.2761128,1.219919797,2888.196309,8832.934658,1094.412072
Control,-4.678697665,476.5145052,1.870455838,3113.180483,8160.486822,1388.827702
Control,-1.381830051,233.5253699,5.697876954,2517.12392,3211.94864,413.6601229
Control,1.022453909,435.4164712,-1.58598,4871.668624,7439.621599,758.6348405
Control,1.914525076,289.3221797,-3.199453706,2720.425567,6112.112275,810.9431454
Control,1.890459391,399.8539206,-13.82815178,2683.029075,6023.47592,883.3972264
Control,-11.20667777,612.0077906,-3.427516751,3734.375845,8654.260945,882.3371788
Control,1.207168934,303.8331759,0.029621929,2049.371116,5504.059572,767.7822758
Control,-1.978342538,270.964758,-3.352457157,1164.954321,4420.4452,1746.158973
Control,0.709422234,729.8353527,-2.541144569,3464.027351,9619.442456,1300.123
Control,5.523120508,446.5608264,-10.08910873,1657.182504,4370.118355,831.831111
Control,-6.490892183,275.8221964,-2.179588731,2280.34833,3048.810211,597.2490715
Control,-3.192062741,434.395588,-5.065806904,2280.34833,5300.208596,496.6303838
Control,-6.393623553,313.4204389,-7.799389645,1433.464184,5594.531696,947.2865069
Control,0.47874802,270.0823027,-4.026261523,1677.631243,5887.842917,495.3609636
Control,-0.212839594,224.2570142,-4.100369137,2320.014812,4144.253191,451.056073
Control,1.681686091,368.6056301,6.242575635,2538.774345,5005.334199,699.0238987
Control,0.582784264,658.9415409,-5.595915431,3278.187258,9366.906072,1125.142547
Control,4.908131878,318.1845852,-2.689169848,1839.200313,4774.723301,798.0969082
Control,4.776397766,406.8870647,-7.771312487,2313.749797,7548.444225,856.1312487
Control,3.939593807,575.2762827,0.11392934,3846.565534,7493.823045,887.7741016
Condition,-1.170829645,357.4682985,8.22723797,2859.069324,5887.842917,808.6221061
Condition,-3.98265599,451.4295928,-12.5400799,3284.099725,5989.479994,514.5159809
Condition,3.042390254,339.8267348,-7.515506802,2759.261265,4517.272945,417.1929893
Condition,-7.579749442,384.7749258,-5.999988731,3159.11515,5018.075422,539.8810998
Condition,-1.257460355,242.816802,-9.13228731,1718.197225,4494.970863,398.4972806
Condition,3.841659492,208.1577884,-4.111564975,2614.948353,4000.361201,547.1834161
Condition,1.978813096,322.9475607,-14.3245202,1941.409674,4569.783947,455.8172278
Condition,2.25122,206.1889502,-1.914272893,1871.984801,4106.312903,687.590375
Condition,-7.030159594,283.4633897,-9.583428426,2435.623334,5272.695814,952.033481
Condition,0.324393807,159.7682389,-4.239573706,1526.403368,3734.375845,259.0119544
Condition,4.785654213,417.5164346,-3.973013706,3726.658199,6899.254622,664.1991193
Condition,-4.933483299,215.5811341,-2.518289848,1501.825864,4943.935981,573.4541615
Condition,5.747867614,177.772191,-11.5058802,1742.254734,4116.182452,348.4782878
Condition,-1.218419391,410.1783708,2.168321827,2557.686429,4248.637299,1385.186123
Condition,2.071200812,226.0944834,-14.22333756,1297.935501,4559.67527,413.3544773
Condition,-4.368547005,338.1577283,-6.037680406,1345.354652,4895.365055,722.0181443
Condition,0.394942538,151.3500062,-9.726801117,1146.36856,3512.336794,139.5747889
Condition,-3.554354619,250.6081984,-10.59490335,1266.068725,5428.766702,131.7234797
Condition,4.286503959,506.0906937,-7.051827817,3519.841405,8352.450448,903.7708314
Condition,-5.86374467,720.8862377,-13.12732944,3606.024953,6946.047533,1090.543846
Condition,0.144370457,190.8596384,-6.792656041,1498.955043,5018.075422,349.4623426
Condition,-1.505586701,309.9516541,-0.653379239,1648.773562,6969.138832,1262.89541
Condition,-0.614475228,262.5455392,0.613697665,1919.14916,5626.118057,848.0846893
Condition,11.88748122,276.2751762,-6.012638376,2218.739569,5563.158693,451.785155
Condition,0.871348629,135.0548881,-3.81639533,1493.245554,3830.594199,1259.790371
Condition,-3.817968426,149.1343794,-4.51380731,1580.671737,3410.630305,355.1449494
Condition,0.139978173,171.1639085,-10.08297416,1289.314799,5043.47981,739.5258909
Condition,-2.176845888,314.6049458,-12.82820751,2357.541355,6245.513337,1305.531288
Condition,-5.341725533,327.9208782,0.955926904,1903.960261,4379.562307,290.0589247
Condition,-1.700492386,130.8205985,-5.28124802,1206.430628,3606.024953,369.8250916
Condition,5.555170863,329.2853177,-10.83635919,2538.774345,5956.050714,631.0238641
Condition,8.478701624,168.6908799,-12.65370761,1812.964655,3923.197866,419.4780253
Condition,1.89630599,400.896334,1.823103046,2320.014812,5641.735966,370.7664814
Condition,-2.136251878,157.2754262,-1.338872183,1420.483536,4441.294673,742.3267061
Control,-2.601912893,180.2963459,-5.463433655,1138.645126,3742.180729,976.4311112
Control,9.49495934,189.822939,12.96657553,1553.183156,4328.232655,1218.853681
Control,11.17401797,199.3027685,-4.768606701,1162.272982,4549.017694,782.9233495
Control,18.43192873,225.2042668,-9.334704061,1738.478234,5189.57058,696.8575334
Control,1.599491066,369.280775,-11.44725036,2289.325996,6717.731333,622.2294454
Control,4.013303553,145.2163075,-7.856258883,1440.024889,5428.766702,1544.140326
Control,1.780474975,589.4341429,-8.397931168,6167.569598,6808.036432,3135.710907
Control,-0.52212736,257.7001115,-0.571712893,1617.346218,6303.400238,443.5572342
Control,-0.921994416,51.81735695,2.578314315,1081.849312,3176.519449,155.3985615
Control,-1.939132234,175.4456937,5.699712386,1369.332901,6263.85676,3965.376296
Control,1.987055736,363.9552501,-4.604610558,1816.846077,7109.965157,1197.972015
Control,12.09143898,99.10417096,-2.177840508,1831.001907,4834.659898,259.5048138
Control,-0.335656244,21.03111888,-2.098285228,1134.341156,3359.897131,520.4074589
Control,13.49399269,89.90865655,-0.930699492,1991.703575,4288.425033,556.1872331
Condition,6.556315635,236.8457238,-20.37836396,1861.612272,6899.254622,1946.01788
Condition,2.512491827,478.0504442,16.51078102,4219.882983,14268.35302,2599.210883
Condition,2.062804264,234.7367278,2.929893198,2517.12392,5770.093173,1286.135459
Condition,2.173362132,135.8535914,-4.475547411,2059.194692,6167.569598,1437.465774
Condition,2.686709949,52.49515604,-4.983722132,1643.707455,3680.251664,243.1358888
Condition,4.686829543,244.6581989,-2.57652467,2662.909606,7797.917197,2971.875159
Condition,-5.326895838,304.4495807,-8.19739269,1805.208475,10849.06011,2094.622104
Condition,6.166675584,436.6035374,-0.138804873,5414.570088,10697.95817,4379.562307
Condition,14.86882873,553.4525902,-2.453572183,5705.598159,8253.368902,2897.960096
Condition,6.723063046,93.8902134,-6.35789198,2746.272328,6131.232079,1385.186123
Condition,0.063147005,164.3973904,-0.031811371,3606.024953,6167.569598,1672.498232
Condition,4.57484264,241.9108873,-2.521589442,1925.779739,5147.993248,563.8037722
Condition,-1.785868223,175.3909361,2.229718071,1899.55436,4847.052735,589.993596
Condition,9.452222335,144.3153314,-3.100551269,2883.393854,5504.059572,3905.974297
Condition,5.035899188,454.1605295,-6.567914416,5314.212403,7159.165256,2618.876634
